CustomerID,Comments,Label,Media,sentiment
103,ranveer stole heart,1,youtube,0
104,literally cried 2-3 time watching podcast .. wholesome,1,youtube,-1
105,chemistry u looked amazing,0,youtube,1
106,podcast really inspiring,1,youtube,1
107,first time watched podcast,0,youtube,0
108,humble man ranveer,1,youtube,0
109,polite well-spoken ranveer,1,youtube,0
110,ranveer voice soft,0,youtube,0
111,way ranveer speaking humble,1,youtube,0
112,way ranveer handling whenever voice getting shaky . uff true gentleman .,1,youtube,1
113,interview brave girl,1,youtube,1
114,treated gently lovely watching,1,youtube,1
115,sweet ranveer call podcast,0,youtube,1
116,broadcast one best 've seen,1,youtube,1
117,interview good,1,youtube,1
118,thanks heart-touching podcast,1,youtube,1
119,thanks ranveer,1,youtube,1
120,cried hard watching podcast…so pure innocent,1,youtube,1
121,undoubtedly best podcaster india,1,youtube,1
122,ranveer .. grounded person make everyone comfortable,1,youtube,1
123,cried watching podcast,0,youtube,-1
124,ranveer generous gentleman,1,youtube,1
125,ranveer sir good humble way treated,1,youtube,1
126,podcast podcasting like never coz vibe talk,1,youtube,1
127,first time watched podcast,0,youtube,0
128,motivational podcast ssearching new hope,1,youtube,1
129,proud way conducted podcast,1,youtube,1
130,one best podcast,1,youtube,1
131,beautiful podcast,1,youtube,1
132,beautiful inspiring podcast,1,youtube,1
133,thankyou best host girl like nancy,1,youtube,1
134,purest podcast,1,youtube,0
135,"podcast changed perception ranveer , 's giving kind guardian like vibe , respect much",1,youtube,1
136,everything perfect hat guy,1,youtube,1
137,beautiful podcast,1,youtube,1
138,ranveer ultimate podcaster,1,youtube,0
139,clear absolute podcast ever 've watched,1,youtube,1
140,ranveer 's best podcast till date,1,youtube,1
141,ranveer exactly know treat someone,0,youtube,1
142,way ranveer treating commendable,1,youtube,0
143,way ranveer talk made cry…sitting straight podcast,0,youtube,1
144,totally different podcast usual podcasts,1,youtube,0
145,podcast make cry,0,youtube,-1
146,one best podcast 've ever seen,1,youtube,1
147,best podcast ever,1,youtube,1
148,ranveer also liked podcast,1,youtube,1
149,honest conversation ever seen podcast,1,youtube,1
150,'s openeness purity enjoy podcast,1,youtube,1
151,episode soulful .. goosebump,1,youtube,0
152,thanks info,0,youtube,1
153,"wow , podcast whole arc moved spirituality glamour",1,youtube,1
154,really loved podcast,1,youtube,1
155,episode hit hard,1,youtube,-1
156,one best celebrity podcasts 've done,1,youtube,1
157,podcast refreshing see,1,youtube,0
158,hope bring another podcast soon,0,youtube,1
159,amazing podcast,1,youtube,1
160,find video well done,0,youtube,1
161,touching,1,youtube,0
162,"podcast bullet train .. wao , team really working hard",1,youtube,-1
163,n't know podcast bring type chill,0,youtube,0
164,podcast relatable time educating,0,youtube,0
165,thank ranveer bringing matured side,1,youtube,1
166,podcasts really fresh mind heart,1,youtube,1
167,"last podcast wholesome podcast , felt like heartfelt conversation",1,youtube,1
168,essence real podcast,1,youtube,0
169,thank podcast,0,youtube,1
170,'s really amazing podcast,1,youtube,1
171,found podcast interesting informative,1,youtube,1
172,loved session ; thank lovely podcast,1,youtube,1
173,'s really amazing podcast,1,youtube,1
174,good episode,1,youtube,1
175,ranveer amazing always,1,youtube,1
176,thanks lot masterpiece,1,youtube,1
177,ranveer podcast meditation mindfulness age,1,youtube,0
178,conversation felt genuine,1,youtube,0
179,'s podcast need today thanks podcast,1,youtube,1
180,podcast…no word,1,youtube,0
181,loved podcast,1,youtube,1
182,podcast truly amazing,1,youtube,1
183,sensible . deep conversation ! loved,1,youtube,1
184,entire podcast full heart,1,youtube,0
185,n't expect interview .. hat ranveer 's team,1,youtube,0
186,awesome interview ranveer sir,1,youtube,1
187,way ranveer made comfortable show culture generousity,1,youtube,1
188,thank ranveer podcast,1,youtube,1
189,podcast gave glimpse life beautiful soul,1,youtube,1
190,"ranveer amazing person , always see podcast",1,youtube,1
191,one best episode inspire million,1,youtube,1
192,thanks ranveer nice making comfortable,1,youtube,1
193,literally fell love ranveer,1,youtube,1
194,heart touching podcast,1,youtube,0
195,ranveer best podcaster,1,youtube,1
196,never checked others podcast one felt real honest podcast,1,youtube,1
197,emotional podcast thank ranveer,1,youtube,1
198,"amazing great conversation , deep , real articulated well",1,youtube,1
199,ranveer loved podcast,1,youtube,1
200,"thank , consistently selecting guest leave lasting impression mind thought",1,youtube,1
201,could n't better podcast end today 's auspicious day,1,youtube,-1
202,"every podcast information , 's direction lesson",1,youtube,0
203,podcast icing cake,1,youtube,0
204,actually deep .. love man,1,youtube,1
205,thank much ranveer changing life,1,youtube,1
206,episode wonderful give soo much clarity,1,youtube,1
207,truly mesmerized,1,youtube,1
208,watching third time go,1,youtube,0
209,ca n't wait three epic podcasts,1,youtube,0
210,intelligent questioning make show memorable,1,youtube,1
211,amazing podcast-always crave indepth knowledge,1,youtube,1
212,ca n't believe much invested podcast,1,youtube,0
213,thank wonderful podcast,1,youtube,1
214,canlisten sir hour 's blessing,1,youtube,1
215,chose unexpectedly special day,0,youtube,1
216,great work ranveer,1,youtube,1
217,thank ranveer bhaiya clip,1,youtube,1
218,ranveer n't n't shy away someone point hindu targeted india,-1,youtube,-1
219,big fan ranveer ca n't help see hypocrisy certain area,0,youtube,1
220,'re convinced bring issue,-1,youtube,1
221,one disagree ranveer,-1,youtube,-1
222,letting speak .. thats really bad,-1,youtube,-1
223,interrupting started telling missionary something like,-1,youtube,1
224,must apology ranveer trying politically biased,1,youtube,1
225,’ disrespect guest interrupting,-1,youtube,-1
226,thank bringing thing light podcast,1,youtube,1
227,n't hypocrite,-1,youtube,0
228,ashamed ranveer using title video,-1,youtube,-1
229,stop interrupting guest,-1,youtube,-1
230,disappointing cheap tactic title video,-1,youtube,-1
231,ranveer clearing personal doubt,0,youtube,-1
232,love ranveer asks question viewer mind,1,youtube,1
233,gold mine,1,youtube,0
234,podcasts really informational,1,youtube,0
235,thank yoy much doubt clear,1,youtube,1
236,"valuable podcast , informative",1,youtube,1
237,hit spot elicit action,1,youtube,0
238,knowledge wo n't get anywhere,1,youtube,0
239,truly care asking important question .. thank ranveer,1,youtube,1
240,thanks highly necessary informative podcast,1,youtube,1
241,deserve respect educating society,1,youtube,1
242,bestest video till,1,youtube,0
243,everything crystal clear,1,youtube,1
244,informative one best video topic,1,youtube,1
245,informative clip,1,youtube,0
246,teaching youth decent thing .. well .. done,1,youtube,1
247,aura ranveer,1,youtube,0
248,ranveer 's podcasts educative,1,youtube,0
249,ranveer set benchmark podcasting india,1,youtube,0
250,none level podcasting,1,youtube,0
251,true podcaster,1,youtube,1
252,ranveer best podcaster india far,1,youtube,1
253,ranveer made host speak .. real motivation,1,youtube,1
254,actually get people open .. guy,1,youtube,0
255,ranveer energy pure,1,youtube,1
256,literally mindblowing podcast,1,youtube,0
257,watching ranveer 's podcast understood spirituality,1,youtube,0
258,podcast wonderful,1,youtube,1
259,ranveer great man,1,youtube,1
260,ranveer truly intelligent knowledgeable person,1,youtube,1
261,great job indeed,1,youtube,1
262,really good topic youth,1,youtube,1
263,thanks lot bringing beautiful epsode,1,youtube,1
264,wow ranveer ! love show,1,youtube,1
265,podcasts hit cord,1,youtube,0
266,eye opening video,1,youtube,0
267,one best podcast ! ! teach lot,1,youtube,1
268,word describe kindness,1,youtube,1
269,'s must watch video,1,youtube,0
270,keep inspiring way,1,youtube,1
271,first time heard bad word ranveer,0,youtube,-1
272,love way explain,1,youtube,1
273,thank story get learn lot,1,youtube,1
274,point learn listen 1 -1,1,youtube,0
275,wow make video spirituality,1,youtube,1
276,please bring podcast actual guru,0,youtube,1
277,2nd part mind blowing,1,youtube,0
278,best video trs,1,youtube,1
279,compulsiveness consciousness,1,youtube,0
280,enlightening video,1,youtube,1
281,podcast…no word,1,youtube,0
282,amazing,1,youtube,1
283,need solo podcast,0,youtube,0
284,mastered story-telling skill,1,youtube,0
285,wonderful presentation .. felt goosebump,1,youtube,1
286,left great influence,1,youtube,1
287,video .. explanation .. great job,1,youtube,1
288,soothing motivation ranveer,1,youtube,1
289,make day ranveer…love,1,youtube,0
290,video full knowledge,1,youtube,0
291,always motivate u,1,youtube,1
292,ranveer improving content really well,0,youtube,1
293,video savior,1,youtube,0
294,thank much masterpiece video,1,youtube,1
295,story made speechless,1,youtube,0
296,petition ranveer come raw real,1,youtube,0
297,keep posting video,1,youtube,0
298,grateful watching personal growth,1,youtube,1
299,crisp clear .. loved conversation,1,youtube,1
300,n't blame others success,-1,youtube,1
301,learn lot podcast,1,youtube,0
302,first podcast 've ever felt watching,1,youtube,0
303,n't seen many podcast really worth,1,youtube,1
304,amazing amazing podcast,1,youtube,1
305,podcast knowledgable affective,1,youtube,0
306,thank clarity giving conversation,1,youtube,1
307,massive bro ! podcast,1,youtube,0
308,great podcast got sense realization,1,youtube,1
309,’ even know expect podcast,0,youtube,0
310,fine conversation,1,youtube,1
311,eye catching podcast,1,youtube,0
312,make type podcast .. amazing podcast,1,youtube,1
313,want podcasts,1,youtube,1
314,loved podcast,1,youtube,1
315,'s great podcast…learnt many valuable lesson,1,youtube,1
316,let 's dive deeper mind many episode,1,youtube,0
317,superb interview,1,youtube,1
318,worth view video,1,youtube,1
319,eye opening podcast,1,youtube,0
320,thank giving insight,1,youtube,1
321,thank fir giving another perspective work career,1,youtube,1
322,wonderful session,1,youtube,1
323,fine conversation,1,youtube,1
324,ranveer please make podcast regarding jammu,0,youtube,1
325,"definitely best podcast .. wordplay .. hypocrisy , pure truth",1,youtube,1
326,thank bringing brave jem personality,1,youtube,1
327,great podcast,1,youtube,1
328,world need type podcasts,1,youtube,0
329,eye opening podcast,1,youtube,0
330,need episode like,1,youtube,1
331,kudos bringing motivational topic,1,youtube,1
332,podcast really good,1,youtube,1
333,podcast .. end hectic day ranveer 's enriching podcats,1,youtube,0
334,forget german class today listening podcast,0,youtube,-1
335,really liked podcast,1,youtube,1
336,motivational truly appreciating podcast,1,youtube,1
337,nice wonderful session,1,youtube,1
338,one deepest conversation,1,youtube,0
339,perfect combination modern plus spiritual,1,youtube,1
340,best podcast ever watched youtube,1,youtube,1
341,spiritual podcast became favourite watch,0,youtube,0
342,thanks giving beautiful podcast,1,youtube,1
343,thanks amazing podcast,1,youtube,1
344,"1st ever podcast , ever listened every second",1,youtube,0
345,listening great inspiring,1,youtube,1
346,episode needed calm,1,youtube,1
347,please bring spiritual episode,1,youtube,1
348,aura create calming,1,youtube,1
349,learned lot podcast,1,youtube,0
350,talented gifted interview .. ranveer,1,youtube,1
351,episode gave much 1 vibe,1,youtube,0
352,thanks giving beautiful podcast,1,youtube,1
353,literally brought back religion,1,youtube,0
354,podcast .. pure satsang,1,youtube,0
355,mark word historic podcast,1,youtube,0
356,thank much trs amazing video,1,youtube,1
357,ca n't control tear throughout video,0,youtube,0
358,first time finished whole podcast,1,youtube,0
359,never watch podcast 45 sec literally finished whole podcast,1,youtube,0
360,divine podcast,1,youtube,1
361,absolutely fantastic,1,youtube,1
362,episode le meditation,1,youtube,0
363,reason ca n't control tear listening video,0,youtube,0
364,energy transferred u,1,youtube,1
365,podcast best,1,youtube,1
366,keep,1,youtube,0
367,put aside work listen podcast,1,youtube,0
368,happy see change,0,youtube,1
369,podcast nice,1,youtube,1
370,amazing podcast,1,youtube,1
371,superb podcast .. 1 towards life business,1,youtube,1
372,informative .. loved podcast,1,youtube,1
373,looking forward insightful informative podcasts,1,youtube,0
374,inspirational session,1,youtube,1
375,thanks spreading knowledgeable informative growth content,1,youtube,1
376,podcast man .. seriously extremely good,1,youtube,1
377,podcast one informative intellectual podcast,1,youtube,1
378,thank mesmerizing podcast,1,youtube,1
379,interesting podcast .. waiting .. loved,1,youtube,1
380,podcast truly amazing ! great visionary personality,1,youtube,1
381,thanks valuable session,1,youtube,1
382,create much podcast like,1,youtube,1
383,watching full podcast big thank making,1,youtube,1
384,'s amazing insightful podcast,1,youtube,1
385,video kept watching end,1,youtube,0
386,excellent podcast lot learn,1,youtube,1
387,want see podcasts,1,youtube,1
388,give voice many public influencers,1,youtube,0
389,realistic podcast,1,youtube,0
390,calmly ranveer talking .. loved,1,youtube,1
391,loved podcast .. thanks bringing,1,youtube,1
392,one really touching heart,1,youtube,0
393,raw interview .. innocent 's peak,1,youtube,1
394,really loved podcast,1,youtube,1
395,thank bringing journey light podcast,1,youtube,1
396,need respect button ranveer allabhadia,1,youtube,1
397,superb podcast…felt like n't end,1,youtube,1
398,"ranveer , way talked amazing",1,youtube,1
399,made subscribe podcast,1,youtube,0
400,beautiful podcast,1,youtube,1
401,favourite show,1,Instagram,0
402,keep making fun content u love,1,Instagram,1
403,deeper voice make amazing,1,Instagram,1
404,"fantastic episode , love u ranveer bhai",1,Instagram,1
405,guy heart,1,Instagram,0
406,mature man n stop cry past every podcast,-1,Instagram,1
407,best show,1,Instagram,1
408,amazing,1,Instagram,1
409,make face sitting stop,-1,Instagram,-1
410,ranveer u make dirty face,-1,Instagram,-1
411,ask really good question ranveer,1,Instagram,1
412,ur video good need podcast virat kohli,0,Instagram,1
413,"ranveer , start smiling every day see",1,Instagram,1
414,much respect love hard work,1,Instagram,1
415,waiting podcast mahi sir,0,Instagram,0
416,nice,1,Instagram,1
417,like ur personality ur energy,1,Instagram,1
418,n't know ur podcast ur look different,0,Instagram,0
419,n't reply common man,-1,Instagram,0
420,please n't lose ur integrity money.i say see real u clearly now.heartbroken disappointed,-1,Instagram,1
421,"brother content different , happened satrted",-1,Instagram,0
422,insightful episode,1,Instagram,0
423,well done ranveer,1,Instagram,1
424,shameless,-1,Instagram,-1
425,perfect,1,Instagram,1
426,fire show,1,Instagram,-1
427,"oh god , u guy sound desperate",-1,Instagram,1
428,great podcast . finished watching,1,Instagram,1
429,u true inspiration,1,Instagram,1
430,really needed every time hot ongoing topic needed podcas ?,0,Instagram,0
431,truly n't expect,0,Instagram,1
432,awesome,1,Instagram,1
433,best cutest,1,Instagram,1
434,nonsense show,-1,Instagram,-1
435,legend,1,Instagram,0
436,time fav,1,Instagram,1
437,"ranveer make face smelling bad , destroys good conversation",-1,Instagram,1
438,change ur face expression u serious,0,Instagram,-1
439,face reaction suck podcast question,-1,Instagram,-1
440,"please go brother , u asking fraud question",-1,Instagram,1
441,love podcast,1,Instagram,1
442,inspiring,1,Instagram,1
443,today 's youth inspiration,1,Instagram,1
444,indeed well said,1,Instagram,1
445,podcast love,1,Instagram,1
446,rocking show,1,Instagram,0
447,’ know healer enjoy podcast,1,Instagram,1
448,earn hard work,1,Instagram,-1
449,confidence god,1,Instagram,1
450,egoistic,-1,Instagram,0
451,something much,-1,Instagram,0
452,amazing podcast,1,Instagram,1
453,loving episode sir amazing thankyou podcast,1,Instagram,1
454,"follow italy would like thanks amazing work spreading knowledge guest . since yoga path many thing happens , last summer south india visiting temple also many interesting thing experienced . ’ guru many question , though podcast received many answers… . grateful",0,Instagram,1
455,inspired lot spiritually mentally . podcast much help,1,Instagram,1
456,hater laugh see ur work,1,Instagram,1
457,hate love,1,Instagram,1
458,truee inspiration many,1,Instagram,1
459,speaking mindless misinformation pseudoscience,-1,Instagram,-1
460,nobody hate bro except antinationals,1,Instagram,-1
461,best ranveer,1,Instagram,1
462,best bro keep work n't let people behind screen affect . genuinely like podcasts,1,Instagram,1
463,inspiring 1 attitude everything,1,Instagram,1
464,one best podcast channel youtube keep bro,1,Instagram,1
465,bro got zero hater memers,1,Instagram,-1
466,work speaking ! ! super proud,1,Instagram,1
467,hate need hesitate little,0,Instagram,-1
468,great work man ! ! seen channel & grow year . fitness video pod cast . great success ! !,1,Instagram,1
469,"mean earning money , earn troll work",1,Instagram,0
470,idiot podcast ever,-1,Instagram,-1
471,'re best . following 5 year every content create worth watch . starting grooming podcasts .,1,Instagram,1
472,bro hater,-1,Instagram,-1
473,trs new worst version kapil sharma show,-1,Instagram,-1
474,keep going man ! ’ goat !,1,Instagram,0
475,first try make ur podcast lil scientific . stop nuisance . stop biased . stop act ambassador bjp .,-1,Instagram,-1
476,hate uttar pradesh,-1,Instagram,-1
477,manifesting podcast,1,Instagram,0
478,script overacting,-1,Instagram,0
479,like podcasts . 'll always troll . stop self victimization post .,0,Instagram,1
480,well said man,1,Instagram,1
481,one care much even hate stop patting ego,-1,Instagram,1
482,used follow since 2015 realised waste,-1,Instagram,-1
483,bro right please hesitate idont think need hesitate open talk podcast want gather knowledge person may right may noy,0,Instagram,1
484,hater jealous,1,Instagram,-1
485,"started watching podcasts reel , fantastic , catchy ! good amount information making interest listen keep good work",1,Instagram,1
486,great bro,1,Instagram,1
487,1 podcaster,1,Instagram,0
488,bro work nonsense connection bribg handful good guests.please make podcast without voice .,-1,Instagram,1
489,'s actually pretty amazing !,1,Instagram,1
490,ranveer podcast really helpful get clarity field,1,Instagram,1
491,informative podcast,1,Instagram,0
492,insightful podcast,1,Instagram,0
493,next level nonsense,-1,Instagram,-1
494,thrilling podcast,1,Instagram,1
495,listened 3 blockbuster episode beerbiseps .... sir ur inspiration ... keep going ! ! ! ! !,1,Instagram,1
496,amazing bro . stay blessed,1,Instagram,1
497,lost respect ranveer,-1,Instagram,1
498,hate lot hate team go hell go go hell deserve hell,-1,Instagram,-1
499,one best podcadt 've seen level intellect awareness woow,1,Instagram,1
500,best podcast ever,1,Instagram,1
501,unfiltered truthful,1,Instagram,1
502,best motivation keep going,1,Instagram,1
503,"seen video , nonsense .",-1,Instagram,-1
504,spoken uncommon sensitive topic part parcel life every podscast deserve .. cheer,1,Instagram,1
505,"stop brother , many edits made",-1,Instagram,-1
506,hard work,1,Instagram,-1
507,inspires u,1,Instagram,1
508,real influencers,1,Instagram,0
509,bro need hesitate sometimes,1,Instagram,-1
510,"many reel put achievement , learn something ankit baiyanpuria",-1,Instagram,0
511,"youtubers fool , show happening country .",-1,Instagram,-1
512,"everything else fine brother , le nonsense",0,Instagram,1
513,"love , love love",1,Instagram,1
514,"brother , unsubscribed .",0,Instagram,0
515,favourite content creator,1,Instagram,0
516,idiot everyone 's money,-1,Instagram,-1
517,move ahead like,1,Instagram,1
518,feeling would really great,1,Instagram,1
519,"proud , many time post video brother",0,Instagram,1
520,hey truly amazing,1,Instagram,1
521,keep good work seen progress viewer,1,Instagram,1
522,"literally watching ur reel , give u next level motivation n energy ! !",1,Instagram,1
523,nice message spread sir,1,Instagram,1
524,rock ranveer . enjoy watching podcasts . always something new see n learn . bring good content,1,Instagram,1
525,hardwork valued ! ! !,1,Instagram,1
526,’ inspiring .. always fan .. every video spread much happiness knowledge,1,Instagram,1
527,"work hard see pride eye , 's biggest award",1,Instagram,1
528,following start say truly truly deserve everything,1,Instagram,1
529,"intellectual also bad thing , brain get hurt",-1,Instagram,1
530,please hesitate,-1,Instagram,1
531,'re purposely asking question everyone,-1,Instagram,0
532,always best question ... love podcasts,1,Instagram,1
533,helped tough time,1,Instagram,-1
534,honored hear life journey podcast ..,1,Instagram,1
535,please musical podcast also . u call legend classical music industry,0,Instagram,1
536,sir think smart compared many billionaire ... waiting podcast,0,Instagram,1
537,great podcast . definitely go solar end year .,1,Instagram,1
538,sink ; u good nothing !,-1,Instagram,1
539,"ranveerbhai , making india proud !",1,Instagram,1
540,ask really good question ranveer,1,Instagram,1
541,ranveer ambani spokeperson,-1,Instagram,0
542,found answer many question .... thanks,1,Instagram,1
543,bro meet pn like fan meet bangalore,0,Instagram,1
544,always remember nobody else journey,0,Instagram,0
545,"rother , video need editing & need work",-1,Instagram,0
546,motivated enough week least,1,Instagram,1
547,biggest fan u r podcast .. god bless team ... good night ranveeer,1,Instagram,1
548,love content ... meaningful .. focused & point u . thank heart .. regard aditi / doha,1,Instagram,1
549,"please always write english pakistani audience also follows , read hindi",0,Instagram,1
550,love communication skill ranveer sir,1,Instagram,1
551,"lot dream , one meet lifetime . 'm working dream",1,Instagram,1
552,ranveer brother fulfilling dream family getting lost,0,Instagram,1
553,"’ accepted flaw , one use .",1,Instagram,1
554,even memers started eat reach ranveer brother,0,Instagram,1
555,need gut make fun self post huge number following,-1,Instagram,1
556,"thought tag ranveer , see account came",0,Instagram,0
557,"bro , love podcasts inviting guy show bad decision ..",0,Instagram,1
558,podcast disappointed,0,Instagram,-1
559,time unfollow,-1,Instagram,0
560,sir please talk men right men need appeal soon possible,0,Instagram,1
561,much needed podcast,1,Instagram,0
562,eagerly waiting,1,Instagram,1
563,& trs one best podcasts always,1,Instagram,1
564,please one podcast brother rajshreenandi sir,0,Instagram,1
565,call rahul puri podcasts geopolitics . best . mark word,0,Instagram,1
566,"brother , today diwali ram come diwali come .",0,Instagram,0
567,truth . hail lord ram,1,Instagram,1
568,ranvir change locket per convenience .. day saw wearing cross locket .. 's locket accessory,0,Instagram,0
569,"yes , rightly said , terrorist come afterwards .",1,Instagram,1
570,lot fighter like guarding sanatana dharma telling great,1,Instagram,1
571,"ou saviour , fear saviour",1,Instagram,-1
572,brother goosebump arrived,0,Instagram,0
573,comment section prof understood teaching ramayana clearly,1,Instagram,1
574,absolutely correct,1,Instagram,0
575,speaker video spiritual soul podcast please,1,Instagram,1
576,powerful,1,Instagram,1
577,listening podcast night 3:30 bhai energetic vibe,1,Instagram,1
578,best podcast power .,1,Instagram,1
579,"listening , automatically went meditative state ! ! 's pleasing meaningful",1,Instagram,1
580,sorry one like button,1,Instagram,1
581,voice tune bhajan world . specially bajrang baan,1,Instagram,0
582,'m feeling 1 vibe guy,1,Instagram,1
583,insightful episode woman calibre thorough professional,1,Instagram,0
584,"play game , throwing little taking name",0,Instagram,1
585,even able leave ace behind . iykyk,0,Instagram,-1
586,make podcast dawood,0,Instagram,0
587,n't fake status,-1,Instagram,1
588,"brother , channel fly away , dawood , fool",-1,Instagram,-1
589,blind devotee sing song unknown person,0,Instagram,1
590,thank sharing,1,Instagram,1
591,lol know shri ram vishnu avatar,-1,Instagram,1
592,podcast wow ranveer hope someday,1,Instagram,1
593,success seems connected action successful people keep moving make mistake dont quit,0,Instagram,1
594,must testify great achievement platform changed life financiall,0,Instagram,1
595,"thank much , .. done , thank profit",1,Instagram,1
596,absolutely inspiring,1,Instagram,1
597,watching ranveer 's reaction,0,Instagram,0
598,beautiful,1,Instagram,1
599,"listening carefully , teach u beautiful quality listening & absorbing word . listening understand reply",1,Instagram,1
600,science one day end human race,1,Instagram,0
601,ai brought change people wo n't adopt left behind work help ai ...,1,Instagram,1
602,bro please invite fitter founder jitendra chouskey full knowledge health,0,Instagram,1
603,geopolitical leader hide behind # veilofshadows keep pulling # lynchpin ensure best laid scheme men come fruition,0,Instagram,1
604,deep thing .,0,Instagram,0
605,never believed real untill got paid decided share dont know might emancipate thanks,-1,Instagram,1
606,bro dumb guy check twitter know background . dumbed thing go viral easily understandable normal people .,-1,Instagram,1
607,trading,1,Instagram,0
608,big motive behind one making gatiya rael right,1,Instagram,0
609,beautiful simple answer word !,1,Instagram,1
610,bad time creats strong men,1,Instagram,1
611,nevelle made sit combing .,0,Instagram,0
612,inspiration,1,Instagram,1
613,sends lawsuit difficult sir,1,Instagram,-1
614,one angry gone,-1,Instagram,-1
615,pretty good roast show watcher assemble,-1,Instagram,1
616,monk bought ferrari,-1,Instagram,0
617,"brother , delete roast",0,Instagram,0
618,something needed hear today,0,Instagram,0
619,owerful answer . stop cost reason,1,Instagram,-1
620,"mr. garover , great , doubt , must get best backfucker award one day .",1,Instagram,1
621,best guy,1,Instagram,1
622,clear thing said,1,Instagram,1
623,simple 's swag punjabi,1,Instagram,0
624,swag,1,Instagram,0
625,could agree,-1,Instagram,1
626,amazing,1,Instagram,1
627,best demotivator world,1,Instagram,1
628,"hello sir , way contact",0,Instagram,0
629,one bigeest fan sir,1,Instagram,1
630,genuine banda ever,1,Instagram,0
631,beautiful answer,1,Instagram,1
632,beautifully explained single line… . many people facing started something different,1,Instagram,1
633,sirr u r biggest inspiration,1,Instagram,1
