0,Comment,Label,Media
141,Ranveer exactly knows how to treat someone,0,youtube
142,the way Ranveer is treating her is commendable,1,youtube
143,The way ranveer talk to her made me cry…sitting straight all through podcast,0,youtube
144,a totally different podcast from your usual podcasts,1,youtube
145,This podcast make me cry,0,youtube
146,One of the best podcast I've ever seen,1,youtube
147,Best podcast ever,1,youtube
148,Ranveer I also liked you in this podcast,1,youtube
149,The most honest conversation ever seen in any podcast,1,youtube
150,there's an openeness and purity that I enjoy in this podcast,1,youtube
151,This episode was soulful..I had goosebumps,1,youtube
152,Thanks for the info,0,youtube
153,"wow, this podcast had a whole arc where it moved from spirituality to glamour",1,youtube
154,Really loved this podcast,1,youtube
155,This episode just hits hard,1,youtube
156,This was one of the best celebrity podcasts you've done,1,youtube
157,Podcast is so refreshing to see,1,youtube
158,Hope you bring another podcast soon,0,youtube
159,such an amazing podcast,1,youtube
160,I find your videos are well done,0,youtube
161,This was touching,1,youtube
162,"your podcast is on bullet trains..wao, you and your team is really working hard",1,youtube
163,don't know this podcast will bring what type of chills,0,youtube
164,this podcast was so relatable at the same time educating,0,youtube
165,Thank you Ranveer for bringing out this matured side of her,1,youtube
166,These podcasts really fresh up mind and heart,1,youtube
167,"The last podcast was so wholesome more than a podcast, it felt like a heartfelt conversation",1,youtube
168,This is the essence of a real podcast,1,youtube
169,Thank you for this podcast,0,youtube
170,It's really an amazing podcast with her,1,youtube
171,I found this podcast very interesting and informative,1,youtube
172,Loved this session; thank you for this lovely podcast,1,youtube
173,It's really an amazing podcast with her,1,youtube
174,such a good episode,1,youtube
175,Ranveer you are amazing always,1,youtube
176,Thanks a lot for this masterpiece,1,youtube
177,Ranveer your podcast is a meditation and mindfulness for me at this age,1,youtube
178,The conversation felt genuine,1,youtube
179,It's just this podcast that I need today thanks for this podcast,1,youtube
180,What a podcast…No words,1,youtube
181,Loved this podcast,1,youtube
182,This podcast was truly amazing,1,youtube
183,A very sensible. Deep conversation! Loved it,1,youtube
184,The entire podcast was full of heart,1,youtube
185,Didn't expect this interview..hats off to ranveer's team,1,youtube
186,Awesome interview Ranveer sir,1,youtube
187,The way Ranveer made her comfortable shows his culture and generousity,1,youtube
188,Thank you Ranveer for doing podcast with her,1,youtube
189,Your podcast gave me a glimpse into the life of this beautiful soul,1,youtube
190,"Ranveer you are an amazing person, I always see your podcast",1,youtube
191,One of the best episodes which will inspire millions,1,youtube
192,Thanks Ranveer for being so nice to her and making her comfortable,1,youtube
193,I literally fell in love with ranveer after this,1,youtube
194,very heart touching podcast ,1,youtube
195,Ranveer is best podcaster,1,youtube
196,Never checked others podcast before this one I felt real and honest podcast,1,youtube
197,Very emotional podcast thank you ranveer,1,youtube
198,"Amazing great conversation, deep, real and articulated very well",1,youtube
199,Ranveer loved this podcast,1,youtube
200,"Thank you, for consistently selecting guests who leave a lasting impression on my mind and thoughts",1,youtube
201,Couldn't have had a better podcast to end today's auspicious day with,1,youtube
202,"every podcast of his is just not information, it's a direction a lesson",1,youtube
203,This podcast is the icing on the cake,1,youtube
204,This is actually so deep..love this man,1,youtube
205,Thank you very much ranveer for changing my life,1,youtube
206,His episodes are wonderful and it gives soo much clarity,1,youtube
207,truly mesmerized,1,youtube
208,I am watching it for the third time and there is more to go,1,youtube
209,can't wait for the three epic podcasts,1,youtube
210,intelligent questioning makes the show more memorable,1,youtube
211,What an amazing podcast-always crave for such indepth knowledge,1,youtube
212,I can't believe how much I am invested into your podcast,1,youtube
213,thank you both for this wonderful podcast,1,youtube
214,I canlisten to sir for hours it's such a blessing,1,youtube
215,you chose the most unexpectedly special day,0,youtube
216,great work Ranveer,1,youtube
217,thank you ranveer bhaiya for this clip,1,youtube
218,Ranveer don't do this don't shy away when someone points how hindus are being targeted in india,-1,youtube
219,I am a big fan of ranveer but can't help to see hypocrisy in certain areas,0,youtube
220,if you're convinced then why bring such issues again and again,-1,youtube
221,for one I disagree with ranveer,-1,youtube
222,he is not letting her speak..thats really bad,-1,youtube
223,Interrupting her when she started telling about missionaries is something I did not like about,-1,youtube
224,you must apologies ranveer for trying to be politically biased,1,youtube
225,don’t disrespect your guests by interrupting them,-1,youtube
226,thank you for bringing such things into light through this podcast,1,youtube
227,don't be hypocrite,-1,youtube
228,I am ashamed of you ranveer for using such a title for your video,-1,youtube
229,stop interrupting guests ,-1,youtube
230,what a disappointing cheap tactic with the title of this video,-1,youtube
231,ranveer is clearing his personal doubts,0,youtube
232,love how ranveer asks the questions that viewers have in mind,1,youtube
233,this is a gold mine,1,youtube
234,all his podcasts is really informational,1,youtube
235,thank yoy so much now my doubts are clear,1,youtube
236,"this is such a valuable podcast, very informative",1,youtube
237,hits the spot to elicit action,1,youtube
238,this knowledge we won't get anywhere,1,youtube
239,he truly cares about asking important questions..thank you ranveer,1,youtube
240,thanks for this highly necessary and informative podcast,1,youtube
241,deserve respect for educating society,1,youtube
242,bestest video till now,1,youtube
243,everything is crystal clear,1,youtube
244,very informative and one of the best video on this topic,1,youtube
245,this is very informative clips,1,youtube
246,you are teaching our youth very decent thing..well..done,1,youtube
247,this is the aura of ranveer,1,youtube
248,ranveer's podcasts are very educative,1,youtube
249,ranveer has set a benchmark for podcasting in india,1,youtube
250,none can do his level of podcasting,1,youtube
251,true podcaster,1,youtube
252,ranveer is the best podcaster in india so far,1,youtube
253,ranveer made the host to speak on..this is real motivation,1,youtube
254,he actually gets people to open up..what a guy,1,youtube
255,ranveer energy is so pure,1,youtube
256,literally mindblowing podcast,1,youtube
257,after watching ranveer's podcast I understood what spirituality is,1,youtube
258,this podcast was wonderful,1,youtube
259,ranveer is a great man,1,youtube
260,ranveer is truly intelligent and knowledgeable person,1,youtube
261,great job indeed,1,youtube
262,really very good topics for youths out there,1,youtube
263,thanks a lot for bringing such beautiful epsode ,1,youtube
264,wow ranveer! Love your shows,1,youtube
265,your podcasts just hits the cord,1,youtube
266,An eye opening video,1,youtube
267,this is one of my best podcast!! Teaches a lot,1,youtube
268,no words can describe your kindness,1,youtube
269,It's a must watch video,1,youtube
270,keep inspiring this way only,1,youtube
271,First time I heard bad words from ranveer,0,youtube
272,love the way you explain,1,youtube
273,thank you for story get to learn a lot,1,youtube
274,the point I learn from this is listen to 1 not -1,1,youtube
275,just wow and do make more videos on spirituality,1,youtube
276,please bring out a podcast with your actual guru,0,youtube
277,2nd part was mind blowing,1,youtube
278,best video of TRS,1,youtube
279,From compulsiveness to consciousness,1,youtube
280,very enlightening video,1,youtube
281,What a podcast…No words,1,youtube
282,Amazing,1,youtube
283,we need solo podcast,0,youtube
284,he has mastered story-telling skills,1,youtube
285,what a wonderful presentation..felt goosebumps,1,youtube
286,left a great influence on me,1,youtube
287,what a video..what a explanation..great job,1,youtube
288,what a soothing motivation ranveer,1,youtube
289,You make my day Ranveer…love you,1,youtube
290,your videos are full of knowledge,1,youtube
291,you are always there to motivate us,1,youtube
292,ranveer is improving his content really well,0,youtube
293,this video was a savior,1,youtube
294,thank you so much for this masterpiece video,1,youtube
295,you and your story made myself speechless again,1,youtube
296,Petition for ranveer to come on raw and real,1,youtube
297,keep posting such videos,1,youtube
298,I am so grateful for watching you for my personal growth,1,youtube
299,so crisp and clear..loved the conversation,1,youtube
300,don't blame others for your success,-1,youtube
301,learn a lot from this podcast,1,youtube
302,this is the first podcast that I've ever felt watching,1,youtube
303,haven't seen many podcast but this was really worth it,1,youtube
304,it was an amazing amazing podcast,1,youtube
305,this podcast is very knowledgable and affective,1,youtube
306,thank you for such clarity giving conversation,1,youtube
307,Massive bro! what a podcast,1,youtube
308,great podcast got a sense of realization,1,youtube
309,I didn’t even know what to expect from this podcast,0,youtube
310,what a fine conversation this is,1,youtube
311,eye catching podcast,1,youtube
312,make this type of podcast more and more..amazing podcast,1,youtube
313,we want more such podcasts,1,youtube
314,loved the podcast,1,youtube
315,It's a great podcast…learnt many valuable lessons,1,youtube
316,let's dive deeper with in mind to have many such episodes,1,youtube
317,Superb interview,1,youtube
318,worth to view this video,1,youtube
319,Eye opening podcast,1,youtube
320,Thank you for giving me insight,1,youtube
321,Thank you fir giving another perspective to work and career,1,youtube
322,wonderful session,1,youtube
323,what a fine conversation this is,1,youtube
324,ranveer please make a podcast regarding jammu,0,youtube
325,"definitely a best podcast..no wordplay..no hypocrisy, just pure truth",1,youtube
326,Thank you for bringing such brave and jems personalities ,1,youtube
327,such a great podcast,1,youtube
328,the world needs this type of podcasts,1,youtube
329,This was an eye opening podcast,1,youtube
330,need more episodes like this,1,youtube
331,kudos for bringing up such motivational topics,1,youtube
332,This podcast was really good,1,youtube
333,what a podcast..we end a hectic day with Ranveer's enriching podcats,1,youtube
334,I forget my german class today while listening your podcast,0,youtube
335,really liked this podcast,1,youtube
336,such a motivational and truly appreciating podcast,1,youtube
337,such a nice and wonderful session,1,youtube
338,that was one of the deepest conversation,1,youtube
339,perfect combination of modern plus spiritual,1,youtube
340,This is the best podcast I have ever watched on youtube,1,youtube
341,spiritual podcast became my favourite to watch,0,youtube
342,Thanks for giving so beautiful podcast,1,youtube
343,thanks for such amazing podcast,1,youtube
344,"1st ever podcast, I have ever listened to and every second of it",1,youtube
345,Listening this is great and inspiring,1,youtube
346,this episode is just what I needed to calm myself down,1,youtube
347,Please bring more spiritual episodes,1,youtube
348,the aura you create is just so calming,1,youtube
349,learned a lot from this podcast,1,youtube
350,such a talented and gifted interview..ranveer,1,youtube
351,this episode gave me so much 1 vibes,1,youtube
352,Thanks for giving so beautiful podcast,1,youtube
353,you literally brought me back to my religion,1,youtube
354,This is not just a podcast..this is a pure satsang,1,youtube
355,mark my words this is a historic podcast,1,youtube
356,thank you so much TRS for this amazing video,1,youtube
357,I can't control my tears throughout this video,0,youtube
358,first time I finished the whole podcast,1,youtube
359,I never watch any podcast more than 45 sec but I literally I finished the whole podcast,1,youtube
360,divine podcast,1,youtube
361,absolutely fantastic,1,youtube
362,this episode is not less than any meditation,1,youtube
363,what is a reason we can't control out tears while listening to this video,0,youtube
364,this is what energy is which is transferred to us,1,youtube
365,this podcast is your best,1,youtube
366,keep it up,1,youtube
367,put aside all my work to listen to this podcast,1,youtube
368,I am happy to see the change,0,youtube
369,your all podcast are very nice,1,youtube
370,What an amazing podcast,1,youtube
371,superb podcast..very 1 towards life and business,1,youtube
372,very informative..loved the podcast,1,youtube
373,looking forward to more such insightful and informative podcasts,1,youtube
374,This is such an inspirational session,1,youtube
375,Thanks for spreading knowledgeable and informative growth content,1,youtube
376,what a podcast man.. Seriously extremely good,1,youtube
377,this podcast has been one of the most informative and intellectual podcast,1,youtube
378,thank you for this mesmerizing podcast,1,youtube
379,Interesting podcast..was waiting for this..loved it,1,youtube
380,this podcast is truly amazing! Great visionary personality,1,youtube
381,thanks for this valuable session,1,youtube
382,create much more podcast like that,1,youtube
383,after watching your full podcast a big thank you for making this,1,youtube
384,it's an amazing insightful podcast,1,youtube
385,this was the video that kept me watching until the end,1,youtube
386,excellent podcast and lots to learn,1,youtube
387,want to see such more podcasts from you,1,youtube
388,you give voice to so many public influencers,1,youtube
389,realistic podcast,1,youtube
390,how calmly ranveer is talking.. I just loved that,1,youtube
391,loved this podcast..thanks for bringing them,1,youtube
392,this one is really touching my heart,1,youtube
393,such a raw interview..innocent as it's peak,1,youtube
394,I really loved this podcast,1,youtube
395,thank you for bringing her journey to light on your podcast,1,youtube
396,need Respect button for Ranveer Allabhadia,1,youtube
397,Superb podcast…felt like it shouldn't end,1,youtube
398,"Ranveer, the way you talked to her is just amazing",1,youtube
399,This made me subscribe to your podcast,1,youtube
400,What a beautiful podcast,1,youtube
401,My most favourite show,1,Instagram
402,keep making fun content for us we love it,1,Instagram
403,that deeper voice makes it all amazing,1,Instagram
404,"fantastic episode, love u ranveer bhai",1,Instagram
405,this guy won my heart,1,Instagram
406,be mature and a man n stop crying about your past in every podcast,-1,Instagram
407,the best show,1,Instagram
408,amazing ,1,Instagram
409,why does he make such a face as if he is sitting with a stop,-1,Instagram
410,ranveer u make a dirty face,-1,Instagram
411,you ask really good question Ranveer,1,Instagram
412,ur video is good but we need podcast with virat kohli,0,Instagram
413,"Ranveer,we start smiling every day when we see you",1,Instagram
414,I have so much respect and love for all of your hard work,1,Instagram
415,waiting  for the podcast with mahi sir,0,Instagram
416,very nice,1,Instagram
417,I like ur personality and ur energy,1,Instagram
418,I don't know how ur podcast and ur look different,0,Instagram
419,Why don't you reply common man,-1,Instagram
420,Please don't lose ur integrity for money.I can say now that I can see the real u clearly now.Heartbroken and disappointed,-1,Instagram
421,"brother your content was different,what happened but satrted doing",-1,Instagram
422,insightful episode,1,Instagram
423,well done Ranveer,1,Instagram
424,shameless,-1,Instagram
425,perfect,1,Instagram
426,fire show,1,Instagram
427,"oh God, u guys sound so desperate",-1,Instagram
428,it was a great podcast. Just finished watching it,1,Instagram
429,u are true inspiration,1,Instagram
430,is it really needed every time that the hot and ongoing topic should be needed for podcas?,0,Instagram
431,I truly didn't expect it,0,Instagram
432,awesome,1,Instagram
433,you are the best and cutest,1,Instagram
434,nonsense show,-1,Instagram
435,legend,1,Instagram
436,my all time fav,1,Instagram
437,"why does Ranveer make such a face as if he is smelling bad,it destroys a good conversation",-1,Instagram
438,change ur face expression when u are serious,0,Instagram
439,your face reaction as sucks as your podcast questions,-1,Instagram
440,"please go brother, u are asking fraud questions",-1,Instagram
441,love the podcast,1,Instagram
442,so inspiring,1,Instagram
443,today's youth inspiration,1,Instagram
444,indeed and well said,1,Instagram
445,your podcast is love,1,Instagram
446,rocking show,1,Instagram
447,you don’t know but you are my healer and I just enjoy your podcast,1,Instagram
448,you earn more by hard work,1,Instagram
449,what a confidence my god,1,Instagram
450,too egoistic,-1,Instagram
451,you are something too much,-1,Instagram
452,it was such an amazing podcast,1,Instagram
453,Just loving the episode sir you are amazing Thankyou for doing this podcast,1,Instagram
454," I follow you from Italy and I would like to thanks you for your amazing work you do by spreading knowledge through your guests . Since I am in Yoga path many things happens , last summer I was in South India visiting temples and also many interesting things I experienced. I don’t have a guru and I have many questions, though your podcast I received many answers…. and I am grateful",0,Instagram
455, you have inspired me a lot spiritually and mentally. Your podcast has been of so much help to me,1,Instagram
456,Haters will laugh when they see ur work,1,Instagram
457,No Hates only loves,1,Instagram
458,Truee inspiration for many,1,Instagram
459,speaking mindless misinformation and pseudoscience,-1,Instagram
460,Nobody hates you bro except antinationals,1,Instagram
461,You are the best Ranveer,1,Instagram
462,you are the best bro keep doing your work don't let some people behind the screen affect you . i genuinely like your podcasts,1,Instagram
463,So inspiring 1 attitude is everything ,1,Instagram
464,One of the best podcast channels on YouTube keeps it up bro,1,Instagram
465,Bro got zero haters only memers,1,Instagram
466,Your work Is speaking and how!! Super proud,1,Instagram
467,No hate to you but you need to hesitate a little,0,Instagram
468,Great work man!! I have seen your channel & you grow over the years. From fitness videos to pod cast. Great success!!,1,Instagram
469,"You only mean earning money, then earn troll or work",1,Instagram
470,Most idiot podcast ever,-1,Instagram
471,You're the best. I have been following for more than 5 years and every content you create is worth to watch. Starting from grooming and the podcasts now.,1,Instagram
472,Bro Have only haters,-1,Instagram
473,Trs is new and worst version of kapil sharma show,-1,Instagram
474,Keep going man! You’re a goat!,1,Instagram
475,You first try to make ur podcast a lil Scientific. Stop nuisance. Stop being biased. Stop to act as an ambassador of Bjp.,-1,Instagram
476,Hate from uttar Pradesh,-1,Instagram
477,Manifesting to be on your podcast,1,Instagram
478,your script has more overacting,-1,Instagram
479,I like your podcasts. There'll always be trolls. Stop these self victimization posts.,0,Instagram
480,well said man,1,Instagram
481,No one cares about you that much to even hate you stop patting your ego,-1,Instagram
482,I used to follow him since 2015 but realised he just a waste ,-1,Instagram
483,Bro you are right but please hesitate but idont think you need to hesitate because its an open talk podcast you want to gather knowledge about that person your may be right or may be noy,0,Instagram
484,They are not haters They are just jealous of you ,1,Instagram
485,"Just started watching your podcasts reels, they all are fantastic, very catchy! A good amount of information making an interest to listen so keep up the good work",1,Instagram
486,Doing great bro,1,Instagram
487,No 1 podcaster,1,Instagram
488,Bro your work is nonsense too its just you have connections and bribg a handful good guests.Please make a podcast without you and your voice.,-1,Instagram
489,That's actually pretty amazing!,1,Instagram
490,Ranveer your podcast is really helpful to get clarity in any field,1,Instagram
491,Very informative podcast,1,Instagram
492,Very insightful podcast ,1,Instagram
493,Next level nonsense,-1,Instagram
494,What a thrilling podcast,1,Instagram
495,Listened to all to 3 blockbuster episodes on beerbiseps....sir ur inspiration... keep going !!!!!,1,Instagram
496,You are amazing bro . Stay blessed ,1,Instagram
497,Lost respect for you Ranveer,-1,Instagram
498,I hate you and lots of hate to you and your team now go to the hell and do not go here and there just go to the hell because you deserve hell only ,-1,Instagram
499,one of the best podcadt i've seen her level of intellect and awareness woow,1,Instagram
500,BEST PODCAST EVER ,1,Instagram
501,Unfiltered  Truthful ,1,Instagram
502,The best motivation For keep going On,1,Instagram
503,"have seen your video, it is very nonsense.",-1,Instagram
504,You have spoken on very uncommon and sensitive topics that are part and parcel of our life in every podscast so you deserve this ..Cheers,1,Instagram
505,"Stop it brother, how many edits will be made by himself",-1,Instagram
506,What a hard work you did,1,Instagram
507,He inspires us ,1,Instagram
508,The real influencers,1,Instagram
509,Bro you need to hesitate sometimes ,1,Instagram
510,"How many reels do he put on an achievement, learn something from Ankit Baiyanpuria",-1,Instagram
511,"YouTubers are fools, they will not show what is happening in the country.",-1,Instagram
512,"Everything else is fine brother, do less nonsense",0,Instagram
513,"Love , love and only love",1,Instagram
514,"Brother, after this I unsubscribed you.",0,Instagram
515,My favourite content creator,1,Instagram
516,This idiot is out of everyone's money,-1,Instagram
517, you move ahead like this,1,Instagram
518,This feeling would be really great ,1,Instagram
519,"We are proud of you, but how many times will you post the same videos brother ",0,Instagram
520,Hey you are truly amazing,1,Instagram
521, keep up your good work and have seen your progress as a viewer ,1,Instagram
522,"Literally watching ur reels, gives us a next level of motivation n energy!!",1,Instagram
523,Nice messages spread you sir,1,Instagram
524,You rock Ranveer. I enjoy watching all your podcasts. Always something new to see n learn. You bring good content,1,Instagram
525,Your hardwork is valued!!!,1,Instagram
526,You’re so inspiring..always a fan ..your every video spreads so much happiness with knowledge,1,Instagram
527,"Work hard to see the pride in their eyes, that's the biggest award",1,Instagram
528,Been following you from the start and can say you truly truly deserve everything ,1,Instagram
529,"Being so intellectual is also a bad thing, the brain gets hurt ",-1,Instagram
530,Please hesitate,-1,Instagram
531,Now you're just purposely asking these questions from everyone,-1,Instagram
532,Always have the best questions... Love the podcasts,1,Instagram
533,helped me through tough times ,1,Instagram
534,We are honored to hear its life journey in your podcast..,1,Instagram
535,Please do some musical podcast also. U can call the legends of classical music industry,0,Instagram
536,sir thinks very smart as compared to many billionaires... Waiting for this podcast ,0,Instagram
537,Great podcast. I will definitely go for solar by the end of this year.,1,Instagram
538,Sink in this ; U are good at nothing !,-1,Instagram
539,"Ranveerbhai, you are making India proud!",1,Instagram
540,you ask really good questions ranveer,1,Instagram
541, ranveer is ambani spokeperson,-1,Instagram
542,Through you I have found answer to many of my question.... Thanks ,1,Instagram
543,Bro can i meet you pn like a fans meet in bangalore,0,Instagram
544,Always remember those who were there for you when nobody else was during this journey ,0,Instagram
545,"rother, your video needs more editing & I need work with you",-1,Instagram
546,Motivated enough for a week at least ,1,Instagram
547,Biggest fan of u r podcast..god bless you and your team... good night ranveeer,1,Instagram
548,Love your each content ... meaningful .. focused & to the point for us . Thank you from heart ..regards Aditi / Doha,1,Instagram
549,"Please always write it in English because Pakistani audience also follows you, and we can not read Hindi",0,Instagram
550,I love your communication skills ranveer sir,1,Instagram
551," I have lots of dreams, and one of them is to meet you once in a lifetime. And I'm working on my dreams",1,Instagram
552,Ranveer brother is fulfilling the dream but the family is getting lost ,0,Instagram
553,"Once you’ve accepted your flaws, no one can use them against you.",1,Instagram
554,Now even memers have started to eat reach Ranveer brother,0,Instagram
555,Need guts To Make fun of self and post it When you have such huge numbers following you,-1,Instagram
556,"I thought I will tag Ranveer, see his account came out",0,Instagram
557,"Bro, I love all your podcasts but inviting this guy on your show was a bad decision..",0,Instagram
558,The only podcast i m disappointed ,0,Instagram
559,Time to unfollow you ,-1,Instagram
560,Sir please talk about mens right we mens need to appeal for it as soon as possible,0,Instagram
561,Much needed podcast ,1,Instagram
562,Eagerly waiting for this ,1,Instagram
563,Him & TRS one of the best podcasts always,1,Instagram
564,Please do one more podcast with brother Rajshreenandi sir,0,Instagram
565,you should call Rahul Puri for the podcasts on geopolitics. He is the best. Mark my words,0,Instagram
566,"Brother, today is Diwali only when Ram comes and Diwali comes with you.",0,Instagram
567,This is the only truth. Hail Lord Ram,1,Instagram
568,Ranvir changes lockets as per convenience.. the other day saw him wearing a cross locket.. it's as if these lockets are an accessory for him,0,Instagram
569,"Yes, rightly said, terrorists have come afterwards.",1,Instagram
570, lots of fighters like you guarding sanatana dharma and telling about how great it is,1,Instagram
571,"ou are the saviour, fear that you are the saviour",1,Instagram
572,Brother Goosebumps have arrived,0,Instagram
573,The comment section proves they have not understood the teachings from Ramayana clearly ,1,Instagram
574,Absolutely correct ,1,Instagram
575,The Speaker in this video is a spiritual soul More of his podcast please,1,Instagram
576,So Powerful ,1,Instagram
577,Listening this podcast now at night 3:30 bhai what a energetic vibe ,1,Instagram
578,Best podcast more power to you .,1,Instagram
579,"While listening to it, I automatically went into a meditative state!! It's so pleasing and so meaningful",1,Instagram
580,Sorry i have one like button,1,Instagram
581,The voice and tune of his all Bhajan is out of this world. And specially Bajrang baan,1,Instagram
582,I'm feeling very 1 vibes from this guy,1,Instagram
583,Insightful episode with a woman of calibre and a thorough professional,1,Instagram
584,"I have to play your game, you are throwing a little more by taking my name",0,Instagram
